Load data info from ./datainfo/train_df_6_5.pickle
Number of samples in training dataset: 16315
Number of samples in validation dataset: 4075

Moving model to GPU...

Loaded weights from: ./models/t000102050809_v04060710_im184x608_s5x7_b8_rnn1000_optAdagrad_lr0.0005.model.train

Begin training model...

Batch Number 3097 Loss: 0.934
Batch Number 3098 Loss: 1.184
Batch Number 3099 Loss: 4.386
Batch Number 3100 Loss: 1.572
Batch Number 3101 Loss: 1.381
Batch Number 3102 Loss: 1.323
Batch Number 3103 Loss: 1.264
Batch Number 3104 Loss: 0.558
Batch Number 3105 Loss: 0.793
Batch Number 3106 Loss: 1.591
Batch Number 3107 Loss: 1.391
Batch Number 3108 Loss: 2.121
Batch Number 3109 Loss: 1.609
Batch Number 3110 Loss: 1.520
Batch Number 3111 Loss: 2.146
Batch Number 3112 Loss: 2.173
Batch Number 3113 Loss: 2.455
Batch Number 3114 Loss: 2.169
Batch Number 3115 Loss: 1.127
Batch Number 3116 Loss: 0.970
Batch Number 3117 Loss: 1.493
Batch Number 3118 Loss: 2.281
Batch Number 3119 Loss: 0.808
Batch Number 3120 Loss: 1.022
Batch Number 3121 Loss: 1.148
Batch Number 3122 Loss: 3.869
Batch Number 3123 Loss: 0.782
Batch Number 3124 Loss: 1.834
Batch Number 3125 Loss: 0.992
Batch Number 3126 Loss: 1.737
Batch Number 3127 Loss: 2.453
Batch Number 3128 Loss: 1.696
Batch Number 3129 Loss: 0.893
Batch Number 3130 Loss: 1.570
Batch Number 3131 Loss: 1.671
Batch Number 3132 Loss: 1.295
Batch Number 3133 Loss: 1.928
Batch Number 3134 Loss: 1.176
Batch Number 3135 Loss: 0.961
Batch Number 3136 Loss: 1.657
Batch Number 3137 Loss: 1.863
Batch Number 3138 Loss: 1.748
Batch Number 3139 Loss: 3.123
Batch Number 3140 Loss: 2.078
Batch Number 3141 Loss: 0.562
Batch Number 3142 Loss: 0.968
Batch Number 3143 Loss: 1.760
Batch Number 3144 Loss: 3.827
Batch Number 3145 Loss: 3.348
Batch Number 3146 Loss: 2.777
Batch Number 3147 Loss: 1.966
Batch Number 3148 Loss: 2.959
Batch Number 3149 Loss: 0.919
Batch Number 3150 Loss: 1.259
Batch Number 3151 Loss: 0.634
Batch Number 3152 Loss: 1.771
Batch Number 3153 Loss: 1.557
Batch Number 3154 Loss: 1.176
Batch Number 3155 Loss: 0.576
Batch Number 3156 Loss: 0.329
Batch Number 3157 Loss: 1.780
Batch Number 3158 Loss: 1.148
Batch Number 3159 Loss: 2.198
Batch Number 3160 Loss: 2.051
Batch Number 3161 Loss: 2.368
Batch Number 3162 Loss: 2.369
Batch Number 3163 Loss: 1.191
Batch Number 3164 Loss: 3.026
Batch Number 3165 Loss: 2.651
Batch Number 3166 Loss: 0.842
Batch Number 3167 Loss: 6.590
Batch Number 3168 Loss: 1.159
Batch Number 3169 Loss: 1.338
Batch Number 3170 Loss: 1.458
Batch Number 3171 Loss: 1.696
Batch Number 3172 Loss: 1.480
Batch Number 3173 Loss: 2.487
Batch Number 3174 Loss: 1.111
Batch Number 3175 Loss: 1.974
Batch Number 3176 Loss: 1.164
Batch Number 3177 Loss: 5.722
Batch Number 3178 Loss: 1.802
Batch Number 3179 Loss: 0.811
Batch Number 3180 Loss: 0.499
Batch Number 3181 Loss: 0.964
Batch Number 3182 Loss: 2.346
Batch Number 3183 Loss: 1.977
Batch Number 3184 Loss: 3.518
Batch Number 3185 Loss: 2.652
Batch Number 3186 Loss: 1.523
Batch Number 3187 Loss: 1.621
Batch Number 3188 Loss: 1.082
Batch Number 3189 Loss: 1.430
Batch Number 3190 Loss: 3.470
Batch Number 3191 Loss: 1.460
Batch Number 3192 Loss: 1.789
Batch Number 3193 Loss: 1.044
Batch Number 3194 Loss: 1.155
Batch Number 3195 Loss: 1.901
Batch Number 3196 Loss: 1.445
Batch Number 3197 Loss: 0.694
Batch Number 3198 Loss: 1.413
Batch Number 3199 Loss: 1.392
Batch Number 3200 Loss: 1.119
Batch Number 3201 Loss: 1.763
Batch Number 3202 Loss: 1.129
Batch Number 3203 Loss: 1.321
Batch Number 3204 Loss: 1.198
Batch Number 3205 Loss: 1.306
Batch Number 3206 Loss: 1.384
Batch Number 3207 Loss: 1.225
Batch Number 3208 Loss: 1.694
Batch Number 3209 Loss: 0.479
Batch Number 3210 Loss: 0.969
Batch Number 3211 Loss: 4.535
Batch Number 3212 Loss: 2.790
Batch Number 3213 Loss: 2.124
Batch Number 3214 Loss: 3.822
Batch Number 3215 Loss: 1.928
Batch Number 3216 Loss: 6.586
Batch Number 3217 Loss: 2.351
Batch Number 3218 Loss: 0.716
Batch Number 3219 Loss: 1.022
Batch Number 3220 Loss: 1.267
Batch Number 3221 Loss: 1.327
Batch Number 3222 Loss: 2.130
Batch Number 3223 Loss: 1.022
Batch Number 3224 Loss: 1.045
Batch Number 3225 Loss: 2.108
Batch Number 3226 Loss: 2.022
Batch Number 3227 Loss: 0.950
Batch Number 3228 Loss: 1.907
Batch Number 3229 Loss: 0.897
Batch Number 3230 Loss: 0.551
Batch Number 3231 Loss: 1.474
Batch Number 3232 Loss: 1.130
Batch Number 3233 Loss: 1.298
Batch Number 3234 Loss: 2.168
Batch Number 3235 Loss: 2.018
Batch Number 3236 Loss: 1.604
Batch Number 3237 Loss: 1.604
Batch Number 3238 Loss: 0.961
Batch Number 3239 Loss: 0.726
Batch Number 3240 Loss: 2.424
Batch Number 3241 Loss: 2.330
Batch Number 3242 Loss: 1.292
Batch Number 3243 Loss: 0.856
Batch Number 3244 Loss: 0.950
Batch Number 3245 Loss: 1.582
Batch Number 3246 Loss: 2.397
Batch Number 3247 Loss: 0.553
Batch Number 3248 Loss: 1.243
Batch Number 3249 Loss: 1.952
Batch Number 3250 Loss: 1.263
Batch Number 3251 Loss: 1.173
Batch Number 3252 Loss: 0.951
Batch Number 3253 Loss: 2.359
Batch Number 3254 Loss: 0.944
Batch Number 3255 Loss: 0.676
Batch Number 3256 Loss: 4.127
Batch Number 3257 Loss: 1.612
Batch Number 3258 Loss: 1.011
Batch Number 3259 Loss: 1.537
Batch Number 3260 Loss: 2.234
Batch Number 3261 Loss: 1.937
Batch Number 3262 Loss: 0.825
Batch Number 3263 Loss: 6.778
Batch Number 3264 Loss: 0.906
Batch Number 3265 Loss: 1.124
Batch Number 3266 Loss: 3.455
Batch Number 3267 Loss: 1.082
Batch Number 3268 Loss: 1.419
Batch Number 3269 Loss: 0.629
Batch Number 3270 Loss: 2.530
Batch Number 3271 Loss: 0.705
Batch Number 3272 Loss: 1.375
Batch Number 3273 Loss: 1.665
Batch Number 3274 Loss: 0.762
Batch Number 3275 Loss: 1.363
Batch Number 3276 Loss: 3.439
Batch Number 3277 Loss: 1.360
Batch Number 3278 Loss: 1.251
Batch Number 3279 Loss: 0.556
Batch Number 3280 Loss: 2.474
Batch Number 3281 Loss: 1.200
Batch Number 3282 Loss: 0.562
Batch Number 3283 Loss: 1.945
Batch Number 3284 Loss: 0.841
Batch Number 3285 Loss: 1.307
Batch Number 3286 Loss: 2.355
Batch Number 3287 Loss: 3.216
Batch Number 3288 Loss: 0.599
Batch Number 3289 Loss: 2.758
Batch Number 3290 Loss: 1.157
Batch Number 3291 Loss: 2.412
Batch Number 3292 Loss: 1.726
Batch Number 3293 Loss: 1.960
Batch Number 3294 Loss: 1.060
Batch Number 3295 Loss: 0.937
Batch Number 3296 Loss: 1.577
Batch Number 3297 Loss: 0.716
Batch Number 3298 Loss: 1.757
Batch Number 3299 Loss: 4.467
Batch Number 3300 Loss: 3.429
Batch Number 3301 Loss: 0.366
Batch Number 3302 Loss: 1.067
Batch Number 3303 Loss: 2.127
Batch Number 3304 Loss: 2.007
Batch Number 3305 Loss: 1.779
Batch Number 3306 Loss: 0.950
Batch Number 3307 Loss: 1.657
Batch Number 3308 Loss: 1.575
Batch Number 3309 Loss: 1.096
Batch Number 3310 Loss: 1.256
Batch Number 3311 Loss: 1.485
Batch Number 3312 Loss: 1.155
Batch Number 3313 Loss: 2.821
Batch Number 3314 Loss: 5.057
Batch Number 3315 Loss: 0.768
Batch Number 3316 Loss: 3.896
Batch Number 3317 Loss: 1.613
Batch Number 3318 Loss: 2.995
Batch Number 3319 Loss: 2.331
Batch Number 3320 Loss: 1.784
Batch Number 3321 Loss: 1.778
Batch Number 3322 Loss: 0.878
Batch Number 3323 Loss: 1.129
Batch Number 3324 Loss: 0.926
Batch Number 3325 Loss: 1.871
Batch Number 3326 Loss: 1.213
Batch Number 3327 Loss: 1.120
Batch Number 3328 Loss: 1.176
Batch Number 3329 Loss: 3.495
Batch Number 3330 Loss: 2.000
Batch Number 3331 Loss: 1.083
Batch Number 3332 Loss: 2.182
Batch Number 3333 Loss: 2.318
Batch Number 3334 Loss: 1.866
Batch Number 3335 Loss: 1.808
Batch Number 3336 Loss: 0.768
Batch Number 3337 Loss: 1.928
Batch Number 3338 Loss: 0.942
Batch Number 3339 Loss: 1.233
Batch Number 3340 Loss: 1.560
Batch Number 3341 Loss: 1.271
Batch Number 3342 Loss: 1.134
Batch Number 3343 Loss: 0.710
Batch Number 3344 Loss: 0.978
Batch Number 3345 Loss: 0.977
Batch Number 3346 Loss: 1.651
Batch Number 3347 Loss: 1.329
Batch Number 3348 Loss: 0.902
Batch Number 3349 Loss: 1.353
Batch Number 3350 Loss: 2.407
Batch Number 3351 Loss: 0.766
Batch Number 3352 Loss: 1.227
Batch Number 3353 Loss: 0.947
Batch Number 3354 Loss: 1.475
Batch Number 3355 Loss: 1.173
Batch Number 3356 Loss: 8.068
Batch Number 3357 Loss: 1.030
Batch Number 3358 Loss: 1.401
Batch Number 3359 Loss: 0.788
Batch Number 3360 Loss: 1.123
Batch Number 3361 Loss: 0.730
Batch Number 3362 Loss: 2.750
Batch Number 3363 Loss: 0.923
Batch Number 3364 Loss: 1.838
Batch Number 3365 Loss: 0.626
Batch Number 3366 Loss: 0.595
Batch Number 3367 Loss: 0.547
Batch Number 3368 Loss: 1.516
Batch Number 3369 Loss: 2.128
Batch Number 3370 Loss: 0.463
Batch Number 3371 Loss: 0.751
Batch Number 3372 Loss: 3.662
Batch Number 3373 Loss: 0.929
Batch Number 3374 Loss: 1.070
Batch Number 3375 Loss: 2.629
Batch Number 3376 Loss: 2.374
Batch Number 3377 Loss: 1.334
Batch Number 3378 Loss: 1.171
Batch Number 3379 Loss: 1.447
Batch Number 3380 Loss: 5.705
Batch Number 3381 Loss: 0.683
Batch Number 3382 Loss: 1.139
Batch Number 3383 Loss: 1.389
Batch Number 3384 Loss: 1.102
Batch Number 3385 Loss: 1.754
Batch Number 3386 Loss: 1.576
Batch Number 3387 Loss: 0.872
Batch Number 3388 Loss: 1.984
Batch Number 3389 Loss: 1.710
Batch Number 3390 Loss: 1.239
Batch Number 3391 Loss: 2.925
Batch Number 3392 Loss: 2.503
Batch Number 3393 Loss: 6.301
Batch Number 3394 Loss: 2.620
Batch Number 3395 Loss: 2.907
Batch Number 3396 Loss: 1.635
Batch Number 3397 Loss: 0.863
Batch Number 3398 Loss: 2.395
Batch Number 3399 Loss: 0.801
Batch Number 3400 Loss: 2.722
Batch Number 3401 Loss: 1.634
Batch Number 3402 Loss: 2.194
Batch Number 3403 Loss: 3.238
Batch Number 3404 Loss: 2.185
Batch Number 3405 Loss: 2.407
Batch Number 3406 Loss: 0.894
Batch Number 3407 Loss: 0.786
Batch Number 3408 Loss: 1.301
Batch Number 3409 Loss: 1.293
Batch Number 3410 Loss: 1.041
Batch Number 3411 Loss: 1.513
Batch Number 3412 Loss: 1.629
Batch Number 3413 Loss: 1.488
Batch Number 3414 Loss: 3.130
Batch Number 3415 Loss: 0.602
Batch Number 3416 Loss: 1.764
Batch Number 3417 Loss: 2.774
Batch Number 3418 Loss: 0.537
Batch Number 3419 Loss: 0.799
Batch Number 3420 Loss: 1.373
Batch Number 3421 Loss: 1.705
Batch Number 3422 Loss: 0.788
Batch Number 3423 Loss: 1.179
Batch Number 3424 Loss: 0.601
Batch Number 3425 Loss: 2.942
Batch Number 3426 Loss: 1.679
Batch Number 3427 Loss: 1.912
Batch Number 3428 Loss: 2.498
Batch Number 3429 Loss: 2.647
Batch Number 3430 Loss: 1.723
Batch Number 3431 Loss: 1.137
Batch Number 3432 Loss: 1.217
Batch Number 3433 Loss: 0.962
Batch Number 3434 Loss: 0.792
Batch Number 3435 Loss: 1.261
Batch Number 3436 Loss: 3.254
Batch Number 3437 Loss: 3.100
Batch Number 3438 Loss: 1.607
Batch Number 3439 Loss: 1.936
Batch Number 3440 Loss: 0.761
Batch Number 3441 Loss: 0.483
Batch Number 3442 Loss: 0.851
Batch Number 3443 Loss: 0.997
Batch Number 3444 Loss: 2.406
Batch Number 3445 Loss: 0.724
Batch Number 3446 Loss: 1.418
Batch Number 3447 Loss: 1.803
Batch Number 3448 Loss: 3.072
Batch Number 3449 Loss: 1.042
Batch Number 3450 Loss: 0.985
Batch Number 3451 Loss: 0.938
Batch Number 3452 Loss: 2.287
Batch Number 3453 Loss: 1.857
Batch Number 3454 Loss: 2.216
Batch Number 3455 Loss: 1.719
Batch Number 3456 Loss: 1.968
Batch Number 3457 Loss: 3.482
Batch Number 3458 Loss: 1.440
Batch Number 3459 Loss: 0.572
Batch Number 3460 Loss: 1.139
Batch Number 3461 Loss: 3.328
Batch Number 3462 Loss: 1.825
Batch Number 3463 Loss: 3.155
Batch Number 3464 Loss: 1.054
Batch Number 3465 Loss: 1.716
Batch Number 3466 Loss: 4.496
Batch Number 3467 Loss: 2.157
Batch Number 3468 Loss: 1.269
Batch Number 3469 Loss: 4.470
Batch Number 3470 Loss: 1.461
Batch Number 3471 Loss: 1.467
Batch Number 3472 Loss: 1.574
Batch Number 3473 Loss: 2.293
Batch Number 3474 Loss: 1.044
Batch Number 3475 Loss: 1.634
Batch Number 3476 Loss: 0.783
Batch Number 3477 Loss: 1.389
Batch Number 3478 Loss: 1.911
Batch Number 3479 Loss: 1.903
Batch Number 3480 Loss: 0.969
Batch Number 3481 Loss: 1.654
Batch Number 3482 Loss: 2.144
Batch Number 3483 Loss: 1.467
Batch Number 3484 Loss: 3.523
Batch Number 3485 Loss: 2.442
Batch Number 3486 Loss: 1.092
Batch Number 3487 Loss: 2.219
Batch Number 3488 Loss: 1.396
Batch Number 3489 Loss: 1.027
Batch Number 3490 Loss: 0.829
Batch Number 3491 Loss: 0.434
Batch Number 3492 Loss: 1.409
Batch Number 3493 Loss: 1.540
Batch Number 3494 Loss: 0.504
Batch Number 3495 Loss: 4.753
Batch Number 3496 Loss: 2.100
Batch Number 3497 Loss: 1.419
Batch Number 3498 Loss: 1.751
Batch Number 3499 Loss: 1.487
Batch Number 3500 Loss: 1.249
Batch Number 3501 Loss: 1.322
Batch Number 3502 Loss: 1.819
Batch Number 3503 Loss: 1.848
Batch Number 3504 Loss: 1.102
Batch Number 3505 Loss: 0.662
Batch Number 3506 Loss: 1.410
Batch Number 3507 Loss: 3.320
Batch Number 3508 Loss: 2.723
Batch Number 3509 Loss: 0.841
Batch Number 3510 Loss: 2.025
Batch Number 3511 Loss: 1.498
Batch Number 3512 Loss: 0.735
Batch Number 3513 Loss: 2.081
Batch Number 3514 Loss: 1.071
Batch Number 3515 Loss: 0.804
Batch Number 3516 Loss: 3.011
Batch Number 3517 Loss: 1.140
Batch Number 3518 Loss: 0.535
Batch Number 3519 Loss: 2.534
Batch Number 3520 Loss: 1.728
Batch Number 3521 Loss: 0.559
Batch Number 3522 Loss: 0.717
Batch Number 3523 Loss: 2.553
Batch Number 3524 Loss: 1.985
Batch Number 3525 Loss: 1.626
Batch Number 3526 Loss: 1.042
Batch Number 3527 Loss: 0.680
Batch Number 3528 Loss: 2.079
Batch Number 3529 Loss: 1.978
Batch Number 3530 Loss: 1.605
Batch Number 3531 Loss: 1.706
Batch Number 3532 Loss: 0.684
Batch Number 3533 Loss: 0.924
Batch Number 3534 Loss: 0.254
Batch Number 3535 Loss: 2.202
Batch Number 3536 Loss: 2.117
Batch Number 3537 Loss: 0.612
Batch Number 3538 Loss: 1.955
Batch Number 3539 Loss: 1.378
Batch Number 3540 Loss: 2.492
Batch Number 3541 Loss: 0.761
Batch Number 3542 Loss: 2.677
Batch Number 3543 Loss: 1.509
Batch Number 3544 Loss: 1.811
Batch Number 3545 Loss: 1.741
Batch Number 3546 Loss: 0.595
Batch Number 3547 Loss: 0.968
Batch Number 3548 Loss: 0.956
Batch Number 3549 Loss: 1.291
Batch Number 3550 Loss: 0.815
Batch Number 3551 Loss: 1.460
Batch Number 3552 Loss: 1.079
Batch Number 3553 Loss: 1.630
Batch Number 3554 Loss: 1.607
Batch Number 3555 Loss: 0.939
Batch Number 3556 Loss: 1.148
Batch Number 3557 Loss: 0.980
Batch Number 3558 Loss: 1.944
Batch Number 3559 Loss: 1.345
Batch Number 3560 Loss: 0.710
Batch Number 3561 Loss: 1.487
Batch Number 3562 Loss: 0.925
Batch Number 3563 Loss: 2.899
Batch Number 3564 Loss: 2.720
Batch Number 3565 Loss: 0.992
Batch Number 3566 Loss: 0.699
Batch Number 3567 Loss: 0.608
Batch Number 3568 Loss: 0.422
Batch Number 3569 Loss: 3.731
Batch Number 3570 Loss: 1.838
Batch Number 3571 Loss: 1.959
Batch Number 3572 Loss: 0.620
Batch Number 3573 Loss: 0.896
Batch Number 3574 Loss: 1.466
Batch Number 3575 Loss: 1.525
Batch Number 3576 Loss: 2.352
Batch Number 3577 Loss: 0.588
Batch Number 3578 Loss: 1.466
Batch Number 3579 Loss: 0.974
Batch Number 3580 Loss: 1.683
Batch Number 3581 Loss: 1.176
Batch Number 3582 Loss: 1.131
Batch Number 3583 Loss: 2.003
Batch Number 3584 Loss: 1.405
Batch Number 3585 Loss: 3.515
Batch Number 3586 Loss: 2.182
Batch Number 3587 Loss: 1.010
Batch Number 3588 Loss: 3.101
Batch Number 3589 Loss: 0.528
Batch Number 3590 Loss: 1.775
Batch Number 3591 Loss: 0.848
Batch Number 3592 Loss: 2.127
Batch Number 3593 Loss: 0.758
Batch Number 3594 Loss: 1.725
Batch Number 3595 Loss: 0.682
Batch Number 3596 Loss: 2.167
Batch Number 3597 Loss: 0.380
Batch Number 3598 Loss: 2.617
Batch Number 3599 Loss: 1.220
Batch Number 3600 Loss: 2.198
Batch Number 3601 Loss: 0.944
Batch Number 3602 Loss: 0.874
Batch Number 3603 Loss: 2.760
Batch Number 3604 Loss: 1.851
Batch Number 3605 Loss: 1.345
Batch Number 3606 Loss: 2.551
Batch Number 3607 Loss: 2.238
Batch Number 3608 Loss: 0.617
Batch Number 3609 Loss: 2.793
Batch Number 3610 Loss: 1.862
Batch Number 3611 Loss: 0.896
Batch Number 3612 Loss: 0.909
Batch Number 3613 Loss: 1.721
Batch Number 3614 Loss: 0.731
Batch Number 3615 Loss: 1.152
Batch Number 3616 Loss: 10.235
Batch Number 3617 Loss: 1.725
Batch Number 3618 Loss: 1.347
Batch Number 3619 Loss: 1.469
Batch Number 3620 Loss: 1.732
Batch Number 3621 Loss: 0.838
Batch Number 3622 Loss: 1.994
Batch Number 3623 Loss: 1.924
Batch Number 3624 Loss: 1.968
Batch Number 3625 Loss: 1.653
Batch Number 3626 Loss: 1.480
Batch Number 3627 Loss: 1.577
Batch Number 3628 Loss: 1.356
Batch Number 3629 Loss: 1.595
Batch Number 3630 Loss: 5.541
Batch Number 3631 Loss: 1.219
Batch Number 3632 Loss: 2.368
Batch Number 3633 Loss: 0.681
Batch Number 3634 Loss: 1.784
Batch Number 3635 Loss: 1.894
Batch Number 3636 Loss: 2.126
Batch Number 3637 Loss: 0.487
Batch Number 3638 Loss: 0.629
Batch Number 3639 Loss: 2.264
Batch Number 3640 Loss: 2.413
Batch Number 3641 Loss: 2.288
Batch Number 3642 Loss: 5.577
Batch Number 3643 Loss: 1.539
Batch Number 3644 Loss: 0.700
Batch Number 3645 Loss: 1.389
Batch Number 3646 Loss: 1.028
Batch Number 3647 Loss: 1.812
Batch Number 3648 Loss: 1.697
Batch Number 3649 Loss: 2.411
Batch Number 3650 Loss: 1.600
Batch Number 3651 Loss: 0.710
Batch Number 3652 Loss: 1.890
Batch Number 3653 Loss: 1.586
Batch Number 3654 Loss: 1.504
Batch Number 3655 Loss: 0.775
Batch Number 3656 Loss: 1.375
Batch Number 3657 Loss: 0.779
Batch Number 3658 Loss: 1.876
Batch Number 3659 Loss: 1.285
Batch Number 3660 Loss: 1.166
Batch Number 3661 Loss: 0.911
Batch Number 3662 Loss: 1.130
Batch Number 3663 Loss: 1.519
Batch Number 3664 Loss: 0.793
Batch Number 3665 Loss: 1.149
Batch Number 3666 Loss: 0.778
Batch Number 3667 Loss: 3.414
Batch Number 3668 Loss: 0.596
Batch Number 3669 Loss: 1.320
Batch Number 3670 Loss: 1.053
Batch Number 3671 Loss: 2.069
Batch Number 3672 Loss: 0.952
Batch Number 3673 Loss: 0.848
Batch Number 3674 Loss: 1.265
Batch Number 3675 Loss: 1.095
Batch Number 3676 Loss: 0.431
Batch Number 3677 Loss: 0.999
Batch Number 3678 Loss: 1.364
Batch Number 3679 Loss: 0.651
Batch Number 3680 Loss: 0.577
Batch Number 3681 Loss: 1.777
Batch Number 3682 Loss: 1.851
Batch Number 3683 Loss: 0.685
Batch Number 3684 Loss: 1.584
Batch Number 3685 Loss: 1.186
Batch Number 3686 Loss: 0.950
Batch Number 3687 Loss: 2.332
Batch Number 3688 Loss: 0.828
Batch Number 3689 Loss: 1.071
Batch Number 3690 Loss: 0.881
Batch Number 3691 Loss: 1.944
Batch Number 3692 Loss: 2.452
Batch Number 3693 Loss: 0.874
Batch Number 3694 Loss: 1.416
Batch Number 3695 Loss: 1.380
Batch Number 3696 Loss: 1.918
Batch Number 3697 Loss: 3.151
Batch Number 3698 Loss: 0.457
Batch Number 3699 Loss: 1.790
Batch Number 3700 Loss: 7.105
Batch Number 3701 Loss: 1.460
Batch Number 3702 Loss: 2.197
Batch Number 3703 Loss: 6.227
Batch Number 3704 Loss: 3.502
Batch Number 3705 Loss: 1.818
Batch Number 3706 Loss: 1.014
Batch Number 3707 Loss: 2.661
Batch Number 3708 Loss: 1.531
Batch Number 3709 Loss: 1.436
Batch Number 3710 Loss: 0.302
Batch Number 3711 Loss: 1.127
Batch Number 3712 Loss: 2.655
Batch Number 3713 Loss: 0.290
Batch Number 3714 Loss: 1.770
Batch Number 3715 Loss: 0.312
Batch Number 3716 Loss: 0.909
Batch Number 3717 Loss: 2.246
Batch Number 3718 Loss: 2.298
Batch Number 3719 Loss: 1.957
Batch Number 3720 Loss: 2.381
Batch Number 3721 Loss: 1.160
Batch Number 3722 Loss: 1.986
Batch Number 3723 Loss: 1.597
Batch Number 3724 Loss: 1.432
Batch Number 3725 Loss: 3.041
Batch Number 3726 Loss: 1.022
Batch Number 3727 Loss: 1.397
Batch Number 3728 Loss: 2.522
Batch Number 3729 Loss: 1.791
Batch Number 3730 Loss: 1.268
Batch Number 3731 Loss: 0.525
Batch Number 3732 Loss: 3.917
Batch Number 3733 Loss: 1.404
Batch Number 3734 Loss: 0.449
Batch Number 3735 Loss: 1.227
Batch Number 3736 Loss: 1.081
Batch Number 3737 Loss: 1.059
Batch Number 3738 Loss: 0.866
Batch Number 3739 Loss: 0.702
Batch Number 3740 Loss: 0.954
Batch Number 3741 Loss: 0.485
Batch Number 3742 Loss: 0.734
Batch Number 3743 Loss: 1.249
Batch Number 3744 Loss: 0.916
Batch Number 3745 Loss: 1.122
Batch Number 3746 Loss: 0.904
Batch Number 3747 Loss: 1.618
Batch Number 3748 Loss: 0.921
Batch Number 3749 Loss: 1.040
Batch Number 3750 Loss: 3.657
Batch Number 3751 Loss: 0.825
Batch Number 3752 Loss: 1.714
Batch Number 3753 Loss: 3.582
Batch Number 3754 Loss: 1.455
Batch Number 3755 Loss: 0.847
Batch Number 3756 Loss: 1.104
Batch Number 3757 Loss: 0.837
Batch Number 3758 Loss: 0.667
Batch Number 3759 Loss: 0.719
Batch Number 3760 Loss: 1.518
Batch Number 3761 Loss: 1.240
Batch Number 3762 Loss: 0.956
Batch Number 3763 Loss: 2.347
Batch Number 3764 Loss: 2.890
Batch Number 3765 Loss: 0.951
Batch Number 3766 Loss: 1.509
Batch Number 3767 Loss: 2.919
Batch Number 3768 Loss: 0.906
Batch Number 3769 Loss: 1.251
Batch Number 3770 Loss: 0.570
Batch Number 3771 Loss: 0.782
Batch Number 3772 Loss: 1.156
Batch Number 3773 Loss: 1.187
Batch Number 3774 Loss: 1.823
Batch Number 3775 Loss: 1.541
Batch Number 3776 Loss: 1.004
Batch Number 3777 Loss: 1.506
Batch Number 3778 Loss: 1.576
Batch Number 3779 Loss: 0.770
Batch Number 3780 Loss: 0.852
Batch Number 3781 Loss: 0.934
Batch Number 3782 Loss: 0.979
Batch Number 3783 Loss: 0.738
Batch Number 3784 Loss: 1.948
Batch Number 3785 Loss: 0.832
Batch Number 3786 Loss: 2.044
Batch Number 3787 Loss: 2.699
Batch Number 3788 Loss: 0.724
Batch Number 3789 Loss: 0.717
Batch Number 3790 Loss: 1.636
Batch Number 3791 Loss: 0.681
Batch Number 3792 Loss: 1.296
Batch Number 3793 Loss: 0.824
Batch Number 3794 Loss: 1.672
Batch Number 3795 Loss: 1.913
Batch Number 3796 Loss: 1.042
Batch Number 3797 Loss: 2.654
Batch Number 3798 Loss: 0.746
Batch Number 3799 Loss: 1.158
Batch Number 3800 Loss: 0.795
Batch Number 3801 Loss: 2.100
Batch Number 3802 Loss: 1.379
Batch Number 3803 Loss: 2.127
Batch Number 3804 Loss: 1.755
Batch Number 3805 Loss: 0.985
Batch Number 3806 Loss: 2.375
Batch Number 3807 Loss: 4.578
Batch Number 3808 Loss: 2.267
Batch Number 3809 Loss: 1.300
Batch Number 3810 Loss: 0.891
Batch Number 3811 Loss: 1.824
Batch Number 3812 Loss: 2.351
Batch Number 3813 Loss: 1.189
Batch Number 3814 Loss: 1.006
Batch Number 3815 Loss: 0.873
Batch Number 3816 Loss: 1.042
Batch Number 3817 Loss: 1.395
Batch Number 3818 Loss: 1.619
Batch Number 3819 Loss: 0.465
Batch Number 3820 Loss: 0.576
Batch Number 3821 Loss: 0.879
Batch Number 3822 Loss: 0.872
Batch Number 3823 Loss: 1.563
Batch Number 3824 Loss: 0.850
Batch Number 3825 Loss: 0.848
Batch Number 3826 Loss: 1.893
Batch Number 3827 Loss: 0.663
Batch Number 3828 Loss: 1.837
Batch Number 3829 Loss: 1.599
Batch Number 3830 Loss: 0.450
Batch Number 3831 Loss: 1.879
Batch Number 3832 Loss: 0.820
Batch Number 3833 Loss: 5.575
Batch Number 3834 Loss: 2.349
Batch Number 3835 Loss: 0.939
Batch Number 3836 Loss: 1.600
Batch Number 3837 Loss: 1.816
Batch Number 3838 Loss: 8.062
Batch Number 3839 Loss: 0.972
Batch Number 3840 Loss: 1.037
Batch Number 3841 Loss: 1.705
Batch Number 3842 Loss: 11.649
Batch Number 3843 Loss: 1.599
Batch Number 3844 Loss: 1.475
Batch Number 3845 Loss: 3.842
Batch Number 3846 Loss: 1.628
Batch Number 3847 Loss: 0.855
Batch Number 3848 Loss: 1.375
Batch Number 3849 Loss: 0.314
Batch Number 3850 Loss: 1.743
Batch Number 3851 Loss: 1.880
Batch Number 3852 Loss: 1.352
Batch Number 3853 Loss: 1.541
Batch Number 3854 Loss: 1.235
Batch Number 3855 Loss: 0.990
Batch Number 3856 Loss: 1.448
Batch Number 3857 Loss: 1.334
Batch Number 3858 Loss: 1.296
Batch Number 3859 Loss: 1.193
Batch Number 3860 Loss: 1.019
Batch Number 3861 Loss: 2.232
Batch Number 3862 Loss: 0.502
Batch Number 3863 Loss: 1.962
Batch Number 3864 Loss: 2.176
Batch Number 3865 Loss: 1.299
Batch Number 3866 Loss: 0.544
